scenario_id,scenario_title,hardware,workload,M,N,K,actual_cycles,tiledataflow_sim_cycles,tileflow_sim_cycles,llmcompass_cycles,tiledataflow_mape_percent,tileflow_mape_percent,llmcompass_mape_percent
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,1536,1536,26375,24317,18432,39138,7.802844,30.115640,48.390521
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,1536,2048,32435,30609,24576,52018,5.629721,24.229998,60.376137
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,2048,512,12126,12068,6281,13550,0.478311,48.202210,11.743361
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,2048,1024,18411,18692,12425,26430,1.526261,32.513171,43.555483
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,2048,1536,24525,25316,18569,39310,3.225280,24.285423,60.285423
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,512,2048,2048,30663,31940,24713,52190,4.164628,19.404494,70.205133
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,512,512,11955,11707,6144,13206,2.074446,48.607277,10.464241
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,512,1024,18120,17975,12288,26086,0.800221,32.185430,43.962472
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,512,1536,24370,24243,18432,38966,0.521133,24.366024,59.893311
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,512,2048,30575,30511,24576,51846,0.209321,19.620605,69.569910
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1024,512,12030,12068,6268,13531,0.315877,47.896924,12.477140
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1024,1024,18349,18692,12412,26411,1.869312,32.355987,43.936999
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1024,1536,24497,25316,18556,39291,3.343267,24.251949,60.391068
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1024,2048,30662,31940,24700,52171,4.168026,19.444263,70.148718
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1536,512,14142,12988,6700,13856,8.160091,52.623391,2.022345
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1536,1024,20363,20242,12844,26736,0.594215,36.924815,31.296960
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1536,1536,26480,27302,18988,39616,3.104230,28.293051,49.607251
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,1536,2048,32751,33976,25132,52496,3.740344,23.263412,60.288235
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,2048,512,14057,15147,8180,14181,7.754144,41.808352,0.882123
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,2048,1024,20241,23144,15520,27061,14.342177,23.323946,33.693987
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,2048,1536,26505,31142,22860,39941,17.494812,13.752122,50.692322
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1024,2048,2048,32752,39092,30200,52821,19.357596,7.791891,61.275647
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,512,512,12009,11733,6144,13378,2.298276,48.838371,11.399783
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,512,1024,18165,18025,12288,26258,0.770713,32.353427,44.552711
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,512,1536,24351,24317,18432,39138,0.139625,24.307010,60.724406
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,512,2048,30534,30609,24576,52018,0.245628,19.512674,70.360909
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1024,512,13797,12988,6700,13856,5.863594,51.438719,0.427629
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1024,1024,19946,20257,12844,26736,1.559210,35.606137,34.041913
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1024,1536,26171,27466,18988,39616,4.948225,27.446410,51.373658
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1024,2048,32251,34531,25132,52496,7.069548,22.073734,62.773247
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1536,512,27463,27911,9124,27234,1.631286,66.777118,0.833849
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1536,1024,39968,42007,17303,52994,5.101581,56.707866,32.591073
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1536,1536,52155,56103,25482,78754,7.569744,51.141789,50.999904
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,1536,2048,64527,70199,33661,104514,8.790119,47.834240,61.969408
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,2048,512,27260,27984,12060,27712,2.655906,55.759354,1.658107
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,2048,1024,39699,42093,22860,53472,6.030379,42.416686,34.693569
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,2048,1536,51985,56193,33660,79232,8.094643,35.250553,52.413196
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,1536,2048,2048,63872,70289,44461,104992,10.046656,30.390468,64.378758
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,512,512,12180,12068,6281,13550,0.919540,48.431856,11.247947
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,512,1024,18620,18692,12425,26430,0.386681,33.270677,41.944146
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,512,1536,24493,25316,18569,39310,3.360144,24.186502,60.494835
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,512,2048,30717,31940,24713,52190,3.981509,19.546180,69.905915
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1024,512,14307,15153,8180,14181,5.913189,42.825190,0.880688
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1024,1024,20481,23169,15520,27061,13.124359,24.222450,32.127338
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1024,1536,26687,31185,22860,39941,16.854648,14.340316,49.664631
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1024,2048,32851,39201,30200,52821,19.329701,8.069770,60.789626
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1536,512,28035,28044,12060,27736,0.032103,56.982343,1.066524
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1536,1024,40648,42233,22860,53496,3.899331,43.761071,31.607951
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1536,1536,52741,56421,33660,79256,6.977494,36.178685,50.273980
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,1536,2048,65262,70609,44461,105016,8.193129,31.873065,60.914468
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,2048,512,27812,30190,15940,28367,8.550266,42.686610,1.995541
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,2048,1024,40259,44406,30200,54127,10.300802,24.985717,34.446956
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,2048,1536,52583,58520,44461,79887,11.290721,15.446057,51.925527
h100_fp8_gemm,H100 FP8 GEMM,H100,FP8 GEMM,2048,2048,2048,64905,72614,58721,105647,11.877359,9.527771,62.771743
